Date,Country_Region,Province_State,positive,active,recovered,death,total_tested,daily_tested,daily_positive,daily_tested_7d,daily_positive_7d,active_7d,growth_active,growth_cases,growth_active_7,growth_cases_7,lag1_tests,lag7_tests,lag1_tests_7,lag7_tests_7
2020-04-24,Armenia,All States,1677,846,803,28,17342,790,81,792.4285714285714,61.285714285714285,796.2857142857143,0.005945303210463734,0.1095890410958904,0.025952512424075203,0.08607594936708855,692,1003,822.8571428571429,758.8571428571429
2020-04-25,Armenia,All States,1746,885,833,28,17970,628,69,755.8571428571429,65,819,0.04609929078014184,-0.14814814814814814,0.028525296017222757,0.06060606060606062,790,884,792.4285714285714,788
2020-04-26,Armenia,All States,1808,931,848,29,18586,616,62,744.8571428571429,67,846.7142857142857,0.0519774011299435,-0.10144927536231885,0.033839176696319494,0.03076923076923077,628,693,755.8571428571429,820.2857142857143
2020-04-27,Armenia,All States,1867,971,866,30,19335,749,59,772.4285714285714,66.57142857142857,875.7142857142857,0.04296455424274973,-0.04838709677419355,0.0342500421798549,-0.006396588486140755,616,556,744.8571428571429,801.8571428571429
2020-04-28,Armenia,All States,1932,1002,900,30,20228,893,65,751.7142857142857,65.57142857142857,902.2857142857143,0.03192584963954686,0.1016949152542373,0.030342577487765202,-0.015021459227467811,749,1038,772.4285714285714,838.8571428571429
2020-04-29,Armenia,All States,2066,1105,929,32,21164,936,134,757.7142857142857,77.57142857142857,940.1428571428571,0.1027944111776447,1.0615384615384615,0.041956934768840944,0.18300653594771243,893,894,751.7142857142857,889.8571428571429
2020-04-30,Armenia,All States,2148,1138,977,33,22216,1052,82,809.1428571428571,78.85714285714286,982.5714285714286,0.02986425339366516,-0.3880597014925373,0.0451299194651269,0.016574585635359195,936,692,757.7142857142857,822.8571428571429
2020-05-01,Armenia,All States,2273,1230,1010,33,23181,965,125,834.1428571428571,85.14285714285714,1037.4285714285713,0.08084358523725835,0.524390243902439,0.05583018319278852,0.07971014492753613,1052,790,809.1428571428571,792.4285714285714
2020-05-02,Armenia,All States,2386,1316,1035,35,24216,1035,113,892.2857142857143,91.42857142857143,1099,0.06991869918699187,-0.096,0.05935004131093373,0.07382550335570477,965,628,834.1428571428571,755.8571428571429
2020-05-03,Armenia,All States,2507,1397,1071,39,24981,765,121,913.5714285714286,99.85714285714286,1165.5714285714287,0.06155015197568389,0.07079646017699115,0.06057454829065393,0.09218750000000002,1035,616,892.2857142857143,744.8571428571429
2020-05-04,Armenia,All States,2619,1468,1111,40,25885,904,112,935.7142857142857,107.42857142857143,1236.5714285714287,0.05082319255547602,-0.0743801652892562,0.06091432773624218,0.07582260371959941,765,749,913.5714285714286,772.4285714285714
2020-05-05,Armenia,All States,2782,1607,1135,40,26968,1083,163,962.8571428571429,121.42857142857143,1323,0.0946866485013624,0.45535714285714285,0.06989371534195925,0.13031914893617022,904,893,935.7142857142857,751.7142857142857
2020-05-06,Armenia,All States,2884,1657,1185,42,28056,1088,102,984.5714285714286,116.85714285714286,1401.857142857143,0.031113876789047916,-0.37423312883435583,0.059604794298671875,-0.037647058823529395,1083,936,962.8571428571429,757.7142857142857
2020-05-07,Armenia,All States,3029,1768,1218,43,29244,1188,145,1004,125.85714285714286,1491.857142857143,0.06698853349426674,0.4215686274509804,0.06420055029043106,0.07701711491442542,1088,1052,984.5714285714286,809.1428571428571
2020-05-08,Armenia,All States,3175,1864,1267,44,30436,1192,146,1036.4285714285713,128.85714285714286,1582.4285714285713,0.05429864253393665,0.006896551724137931,0.06071052379584402,0.02383654937570942,1188,965,1004,834.1428571428571
2020-05-09,Armenia,All States,3313,1943,1325,45,31629,1193,138,1059,132.42857142857142,1672,0.04238197424892704,-0.0547945205479452,0.056603773584905724,0.02771618625277149,1192,1035,1036.4285714285713,892.2857142857143
2020-05-10,Armenia,All States,3392,1987,1359,46,32600,971,79,1088.4285714285713,126.42857142857143,1756.2857142857142,0.022645393721049924,-0.427536231884058,0.05041011619958984,-0.04530744336569569,1193,765,1059,913.5714285714286
2020-05-11,Armenia,All States,3538,2061,1430,47,33352,752,146,1066.7142857142858,131.28571428571428,1841,0.03724207347760443,0.8481012658227848,0.048234911338864525,0.03841807909604512,971,904,1088.4285714285713,935.7142857142857
2020-05-12,Armenia,All States,3718,2170,1500,48,34805,1453,180,1119.5714285714287,133.71428571428572,1921.4285714285713,0.052886948083454635,0.2328767123287671,0.04368743695196704,0.018498367791077382,752,1083,1066.7142857142858,962.8571428571429
2020-05-13,Armenia,All States,3860,2239,1572,49,36055,1250,142,1142.7142857142858,139.42857142857142,2004.5714285714287,0.03179723502304147,-0.2111111111111111,0.04327137546468412,0.04273504273504258,1453,1088,1119.5714285714287,984.5714285714286
2020-05-14,Armenia,All States,4044,2326,1666,52,37515,1460,184,1181.5714285714287,145,2084.285714285714,0.038856632425189816,0.29577464788732394,0.03976624857468635,0.039959016393442716,1250,1188,1142.7142857142858,1004
2020-05-15,Armenia,All States,4283,2437,1791,55,39044,1529,239,1229.7142857142858,158.28571428571428,2166.1428571428573,0.04772141014617369,0.29891304347826086,0.039273474982865104,0.09162561576354675,1460,1192,1181.5714285714287,1036.4285714285713
2020-05-16,Armenia,All States,4472,2487,1925,60,40269,1225,189,1234.2857142857142,165.57142857142858,2243.8571428571427,0.02051702913418137,-0.20920502092050208,0.035876805381520625,0.046028880866426126,1529,1193,1229.7142857142858,1059
2020-05-17,Armenia,All States,4823,2743,2019,61,41889,1620,351,1327,204.42857142857142,2351.8571428571427,0.10293526336952151,0.8571428571428571,0.048131406379321326,0.23468507333908525,1225,971,1234.2857142857142,1088.4285714285713
2020-05-18,Armenia,All States,5041,2813,2164,64,43080,1191,218,1389.7142857142858,214.71428571428572,2459.285714285714,0.025519504192489974,-0.3789173789173789,0.045678187450646966,0.05031446540880513,1620,752,1327,1066.7142857142858
2020-05-19,Armenia,All States,5271,2785,2419,67,44110,1030,230,1329.2857142857142,221.85714285714286,2547.1428571428573,-0.009953785993601137,0.05504587155963303,0.03572465872785372,0.03326679973386558,1191,1453,1389.7142857142858,1119.5714285714287
2020-05-20,Armenia,All States,5606,2955,2581,70,45861,1751,335,1400.857142857143,249.42857142857142,2649.4285714285716,0.06104129263913824,0.45652173913043476,0.04015703869882218,0.1242755956213779,1030,1250,1329.2857142857142,1142.7142857142858
2020-05-21,Armenia,All States,5928,2980,2874,74,47693,1832,322,1454,269.14285714285717,2742.8571428571427,0.008460236886632826,-0.03880597014925373,0.03526366871562589,0.07903780068728537,1751,1460,1400.857142857143,1181.5714285714287
2020-05-22,Armenia,All States,6302,3289,2936,77,49119,1426,374,1439.2857142857142,288.42857142857144,2864.5714285714284,0.10369127516778523,0.16149068322981366,0.044375000000000026,0.07165605095541398,1832,1529,1454,1229.7142857142858
2020-05-23,Armenia,All States,6661,3516,3064,81,50436,1317,359,1452.4285714285713,312.7142857142857,3011.5714285714284,0.06901793858315597,-0.040106951871657755,0.05131657690005985,0.08420009905894003,1426,1225,1439.2857142857142,1234.2857142857142
2020-05-24,Armenia,All States,7113,3881,3145,87,51633,1197,452,1392,327.14285714285717,3174.1428571428573,0.10381114903299203,0.2590529247910863,0.05398225890612411,0.04613978985838287,1317,1620,1452.4285714285713,1327
2020-05-25,Armenia,All States,7402,4091,3220,91,52593,960,289,1359,337.2857142857143,3356.714285714286,0.054109765524349394,-0.3606194690265487,0.057518340159323056,0.03100436681222697,1197,1191,1392,1389.7142857142858
2020-05-26,Armenia,All States,7774,4421,3255,98,53717,1124,372,1372.4285714285713,357.57142857142856,3590.4285714285716,0.08066487411390857,0.28719723183391005,0.06962590969059881,0.06014400677678947,960,1030,1359,1329.2857142857142
2020-05-27,Armenia,All States,8216,4816,3287,113,54970,1253,442,1301.2857142857142,372.85714285714283,3856.285714285714,0.0893463017416874,0.1881720430107527,0.07404607488162968,0.04274870155813022,1124,1751,1372.4285714285713,1400.857142857143
2020-05-28,Armenia,All States,8676,5259,3297,120,56081,1111,460,1198.2857142857142,392.57142857142856,4181.857142857143,0.09198504983388704,0.04072398190045249,0.0844261687782471,0.05287356321839083,1253,1832,1301.2857142857142,1454
2020-05-29,Armenia,All States,8927,5483,3317,127,57120,1039,251,1143,375,4495.285714285715,0.04259364898269633,-0.4543478260869565,0.07494961227069316,-0.044759825327510876,1111,1426,1198.2857142857142,1439.2857142857142
2020-05-30,Armenia,All States,9282,5765,3386,131,58104,984,355,1095.4285714285713,374.42857142857144,4816.571428571428,0.051431697975560825,0.41434262948207173,0.071471700511647,-0.0015238095238094805,1039,1317,1143,1452.4285714285713
2020-05-31,Armenia,All States,9492,5951,3402,139,58707,603,210,1010.5714285714286,339.85714285714283,5112.285714285715,0.032263660017346055,-0.4084507042253521,0.06139518329576473,-0.09233117130866092,984,1197,1095.4285714285713,1392
2020-06-01,Armenia,All States,10009,6424,3427,158,59956,1249,517,1051.857142857143,372.42857142857144,5445.571428571428,0.07948243992606285,1.4619047619047618,0.06519309227072029,0.09583858764186645,603,960,1010.5714285714286,1359
2020-06-02,Armenia,All States,10524,6900,3454,170,61689,1733,515,1138.857142857143,392.85714285714283,5799.714285714285,0.07409713574097136,-0.0038684719535783366,0.06503318555051282,0.05485232067510537,1249,1124,1051.857142857143,1372.4285714285713
2020-06-03,Armenia,All States,11221,7577,3468,176,63498,1809,697,1218.2857142857142,429.2857142857143,6194.142857142857,0.0981159420289855,0.3533980582524272,0.068008276269767,0.09272727272727277,1733,1253,1138.857142857143,1301.2857142857142
2020-06-04,Armenia,All States,11817,8121,3513,183,65200,1702,596,1302.7142857142858,448.7142857142857,6603,0.07179622541903127,-0.1449067431850789,0.06600705735833395,0.04525790349417641,1809,1111,1218.2857142857142,1198.2857142857142
2020-06-05,Armenia,All States,12364,8454,3720,190,66713,1513,547,1370.4285714285713,491,7027.428571428572,0.04100480236424086,-0.08221476510067115,0.06427814197010019,0.0942375039796243,1702,1039,1302.7142857142858,1143
2020-06-06,Armenia,All States,13130,8916,4014,200,69210,2497,766,1586.5714285714287,549.7142857142857,7477.571428571428,0.054648687012065295,0.40036563071297987,0.06405513091559599,0.11958102996799524,1513,984,1370.4285714285713,1095.4285714285713
2020-06-07,Armenia,All States,13325,9015,4099,211,70039,829,195,1618.857142857143,547.5714285714286,7915.285714285715,0.01110363391655451,-0.7454308093994778,0.05853695814148986,-0.0038981288981288394,2497,603,1586.5714285714287,1010.5714285714286
2020-06-08,Armenia,All States,13675,9007,4451,217,71444,1405,350,1641.142857142857,523.7142857142857,8284.285714285714,-8.874098724348308e-4,0.7948717948717948,0.04661865829227342,-0.04356900600052185,829,1249,1618.857142857143,1051.857142857143
2020-06-09,Armenia,All States,14103,8650,5226,227,73195,1751,428,1643.7142857142858,511.2857142857143,8534.285714285714,-0.039635838792050626,0.22285714285714286,0.030177616830488016,-0.02373158756137472,1405,1733,1641.142857142857,1138.857142857143
2020-06-10,Armenia,All States,14669,8958,5466,245,75428,2233,566,1704.2857142857142,492.57142857142856,8731.57142857143,0.035606936416184974,0.32242990654205606,0.023116839638433365,-0.03660240290583964,1751,1809,1643.7142857142858,1218.2857142857142
2020-06-11,Armenia,All States,15281,9384,5639,258,77725,2297,612,1789.2857142857142,494.85714285714283,8912,0.047555257870060284,0.0812720848056537,0.020663928927864308,0.004640371229698359,2233,1702,1704.2857142857142,1302.7142857142858
2020-06-12,Armenia,All States,16004,9659,6081,264,80169,2444,723,1922.2857142857142,520,9084.142857142857,0.029305200341005967,0.18137254901960784,0.01931585021800459,0.05080831408775987,2297,1513,1789.2857142857142,1370.4285714285713
2020-06-13,Armenia,All States,16667,10184,6214,269,82363,2194,663,1879,505.2857142857143,9265.285714285714,0.054353452738378716,-0.08298755186721991,0.019940555756498737,-0.02829670329670331,2444,2497,1922.2857142857142,1586.5714285714287
2020-06-14,Armenia,All States,17064,10503,6276,285,83639,1276,397,1942.857142857143,534.1428571428571,9477.857142857143,0.031323644933228596,-0.40120663650075417,0.022942781812294828,0.057110545660163936,2194,829,1879,1618.857142857143
2020-06-15,Armenia,All States,17489,10625,6571,293,85595,1956,425,2021.5714285714287,544.8571428571429,9709,0.011615728839379225,0.07052896725440806,0.024387670510211745,0.020058839261834837,1276,1405,1942.857142857143,1641.142857142857
2020-06-16,Armenia,All States,18033,10917,6814,302,87639,2044,544,2063.4285714285716,561.4285714285714,10032.857142857143,0.02748235294117647,0.28,0.03335638509188826,0.030414263240692154,1956,1751,2021.5714285714287,1643.7142857142858
2020-06-17,Armenia,All States,18698,10829,7560,309,90031,2392,665,2086.1428571428573,575.5714285714286,10300.142857142857,-0.0080608225703031975,0.22242647058823528,0.026641036594048075,0.02519083969465643,2044,2233,2063.4285714285716,1704.2857142857142
2020-06-18,Armenia,All States,19157,10572,8266,319,91982,1951,459,2036.7142857142858,553.7142857142857,10469.857142857143,-0.023732569951057346,-0.3097744360902256,0.01647688658964513,-0.037974683544303854,2392,2297,2086.1428571428573,1789.2857142857142
2020-06-19,Armenia,All States,19708,10522,8854,332,93825,1843,551,1950.857142857143,529.1428571428571,10593.142857142857,-0.004729474082482028,0.20043572984749455,0.011775300522588607,-0.044375644994840015,1951,2444,2036.7142857142858,1922.2857142857142
2020-06-20,Armenia,All States,20268,10916,9002,350,95793,1968,560,1918.5714285714287,514.4285714285714,10697.714285714286,0.037445352594563774,0.016333938294010888,0.009871615060955949,-0.027807775377969673,1843,2194,1950.857142857143,1879
2020-06-21,Armenia,All States,20588,11097,9131,360,96882,1089,320,1891.857142857143,503.42857142857144,10782.57142857143,0.016581165262000732,-0.42857142857142855,0.007932268575396638,-0.021382949180783116,1968,1276,1918.5714285714287,1942.857142857143
2020-06-22,Armenia,All States,21006,10490,10144,372,98156,1274,418,1794.4285714285713,502.42857142857144,10763.285714285714,-0.05469946832477246,0.30625,-0.0017886006518456914,-0.0019863791146424517,1089,1956,1891.857142857143,2021.5714285714287
2020-06-23,Armenia,All States,21717,10534,10797,386,100439,2283,711,1828.5714285714287,526.2857142857143,10708.57142857143,0.004194470924690181,0.7009569377990431,-0.005083418499395974,0.047483650838783115,1274,2044,1794.4285714285713,2063.4285714285716
2020-06-24,Armenia,All States,22488,10756,11335,397,102775,2336,771,1820.5714285714287,541.4285714285714,10698.142857142857,0.021074615530662616,0.08438818565400844,-9.738527214515377e-4,0.02877307274701405,2283,2392,1828.5714285714287,2086.1428571428573
2020-06-25,Armenia,All States,23247,10688,12149,410,105085,2310,759,1871.857142857143,584.2857142857143,10714.714285714286,-0.006322052807735217,-0.01556420233463035,0.0015490004940778167,0.07915567282321906,2336,1951,1820.5714285714287,2036.7142857142858
2020-06-26,Armenia,All States,23909,10578,12911,420,107147,2062,662,1903.142857142857,600.1428571428571,10722.714285714286,-0.01029191616766467,-0.12779973649538867,7.466368011946189e-4,0.027139364303178343,2310,1843,1871.857142857143,1950.857142857143
